movieid,title,cluster
1275,Highlander,73
1276,Cool Hand Luke,1
1277,Cyrano de Bergerac,11
1278,Young Frankenstein,102
1279,Night on Earth,10
1280,Raise the Red Lantern (Da hong deng long gao gao gua),1
1281,"Great Dictator, The",10
1282,Fantasia,135
1283,High Noon,1
1284,"Big Sleep, The",31
1285,Heathers,2
1286,Somewhere in Time,9
1287,Ben-Hur,42
1288,This Is Spinal Tap,2
1289,Koyaanisqatsi (a.k.a. Koyaanisqatsi: Life Out of Balance),22
1290,Some Kind of Wonderful,9
1291,Indiana Jones and the Last Crusade,70
1292,Being There,10
1293,Gandhi,1
1295,"Unbearable Lightness of Being, The",1
1296,"Room with a View, A",9
1297,Real Genius,2
1298,Pink Floyd: The Wall,299
1299,"Killing Fields, The",148
1300,My Life as a Dog (Mitt liv som hund),10
1301,Forbidden Planet,30
1302,Field of Dreams,183
1303,"Man Who Would Be King, The",84
1304,Butch Cassidy and the Sundance Kid,37
1305,"Paris, Texas",9
1306,Until the End of the World (Bis ans Ende der Welt),87
1307,When Harry Met Sally...,4
1310,Hype!,22
1312,Female Perversions,1
1318,Blue Juice,10
1320,Alien³ (a.k.a. Alien 3),55
1321,"American Werewolf in London, An",69
1322,Amityville 1992: It's About Time,12
1323,Amityville 3-D,12
1324,Amityville: Dollhouse,12
1325,Amityville: A New Generation,12
1326,Amityville II: The Possession,12
1327,"Amityville Horror, The",17
1328,"Amityville Curse, The",12
1329,Blood for Dracula (Andy Warhol's Dracula),12
1330,April Fool's Day,12
1331,Audrey Rose,12
1332,"Believers, The",16
1333,"Birds, The",16
1334,"Blob, The",24
1335,Blood Beach,12
1336,Body Parts,16
1337,"Body Snatcher, The",277
1339,Dracula (Bram Stoker's Dracula),292
1340,"Bride of Frankenstein, The (Bride of Frankenstein)",132
1341,Burnt Offerings,12
1342,Candyman,16
1343,Cape Fear,43
1344,Cape Fear,23
1345,Carrie,221
1346,Cat People,258
1347,"Nightmare on Elm Street, A",16
1348,"Nosferatu (Nosferatu, eine Symphonie des Grauens)",12
1349,Vampire in Venice (Nosferatu a Venezia) (Nosferatu in Venice),12
1350,"Omen, The",156
1351,Blood and Wine (Blood & Wine),23
1352,Albino Alligator,6
1353,"Mirror Has Two Faces, The",11
1354,Breaking the Waves,177
1355,Nightwatch,16
1356,Star Trek: First Contact,33
1357,Shine,9
1358,Sling Blade,1
1359,Jingle All the Way,49
1361,Paradise Lost: The Child Murders at Robin Hood Hills,22
1363,"Preacher's Wife, The",1
1365,Ridicule,1
1366,"Crucible, The",1
1367,101 Dalmatians,121
1370,Die Hard 2,38
1371,Star Trek: The Motion Picture,52
1372,Star Trek VI: The Undiscovered Country,34
1373,Star Trek V: The Final Frontier,34
1374,Star Trek II: The Wrath of Khan,33
1375,Star Trek III: The Search for Spock,5
1376,Star Trek IV: The Voyage Home,66
1377,Batman Returns,57
1378,Young Guns,7
1379,Young Guns II,37
1380,Grease,4
1381,Grease 2,4
1382,Marked for Death,13
1385,Under Siege,40
1387,Jaws,88
1388,Jaws 2,16
1389,Jaws 3-D,88
1390,My Fellow Americans,2
1391,Mars Attacks!,54
1392,Citizen Ruth,10
1393,Jerry Maguire,9
1394,Raising Arizona,2
1395,Tin Men,10
1396,Sneakers,93
1397,Bastard Out of Carolina,1
1398,In Love and War,107
1399,Marvin's Room,1
1401,Ghosts of Mississippi,1
1405,Beavis and Butt-Head Do America,280
1406,La Cérémonie,219
1407,Scream,69
1408,"Last of the Mohicans, The",223
1409,Michael,123
1411,Hamlet,105
1412,Some Mother's Son,1
1413,"Whole Wide World, The",1
1414,Mother,2
1415,"Thieves (Voleurs, Les)",105
1416,Evita,299
1417,"Portrait of a Lady, The",1
1419,Walkabout,84
1422,Murder at 1600,219
1423,Hearts and Minds,1
1425,Fierce Creatures,2
1426,Zeus and Roxanne,3
1427,Turbulence,46
1428,Angel Baby,1
1429,First Strike (Police Story 4: First Strike) (Ging chaat goo si 4: Ji gaan daan yam mo),185
1430,Underworld,60
1431,Beverly Hills Ninja,7
1432,Metro,137
1437,"Cement Garden, The",1
1438,Dante's Peak,46
1439,Meet Wally Sparks,2
1440,Amos & Andrew,2
1441,Benny & Joon,4
1442,Prefontaine,1
1445,McHale's Navy,2
1446,Kolya (Kolja),10
1447,Gridlock'd,31
1449,Waiting for Guffman,2
1453,"Beautician and the Beast, The",4
1454,SubUrbia,10
1456,"Pest, The",2
1457,Fools Rush In,11
1458,Touch,89
1459,Absolute Power,201
1460,That Darn Cat,49
1461,Vegas Vacation (National Lampoon's Las Vegas Vacation),2
1464,Lost Highway,105
1465,Rosewood,13
1466,Donnie Brasco,14
1468,Booty Call,4
1473,Best Men,93
1474,Jungle2Jungle (a.k.a. Jungle 2 Jungle),49
1475,Kama Sutra: A Tale of Love,107
1476,Private Parts,10
1477,Love Jones,107
1479,"Saint, The",268
1480,Smilla's Sense of Snow,19
1483,Crash,19
1484,"Daytrippers, The",11
1485,Liar Liar,2
1487,Selena,299
1488,"Devil's Own, The",40
1489,Cats Don't Dance,50
1490,B*A*P*S,2
1493,Love and Other Catastrophes,107
1495,Turbo: A Power Rangers Movie,18
1496,Anna Karenina,9
1497,Double Team,37
1498,Inventing the Abbotts,9
1499,Anaconda,38
1500,Grosse Pointe Blank,71
1502,Kissed,9
1503,8 Heads in a Duffel Bag,2
1507,Paradise Road,148
1513,Romy and Michele's High School Reunion,2
1514,Temptress Moon (Feng Yue),107
1515,Volcano,40
1516,Children of the Revolution,2
1517,Austin Powers: International Man of Mystery,41
1518,Breakdown,46
1519,Broken English,1
1526,Fathers' Day,2
1527,"Fifth Element, The",111
1529,Nowhere,10
1533,"Promise, The (La promesse)",1
1537,Shall We Dance? (Shall We Dansu?),11
1541,Addicted to Love,4
1542,Brassed Off,11
1544,"Lost World: Jurassic Park, The",33
1545,Ponette,1
1546,Schizopolis,2
1547,Shiloh,56
1549,Rough Magic,9
1550,Trial and Error,4
1551,Buddy,211
1552,Con Air,38
1554,"Pillow Book, The",9
1556,Speed 2: Cruise Control,223
1562,Batman & Robin,179
1564,For Roseanna (Roseanna's Grave),11
1565,Head Above Water,60
1566,Hercules,8
1569,My Best Friend's Wedding,4
1571,When the Cat's Away (Chacun cherche son chat),4
1572,"Contempt (Mépris, Le)",1
1573,Face/Off,36
1574,Fall,107
1580,Men in Black (a.k.a. MIB),54
1581,Out to Sea,2
1582,Wild America,75
1583,"Simple Wish, A",120
1584,Contact,30
1585,Love Serenade,2
1586,G.I. Jane,13
1587,Conan the Barbarian,73
1588,George of the Jungle,49
1589,Cop Land,36
1590,Event Horizon,35
1591,Spawn,33
1592,Air Bud,49
1593,Picture Perfect,4
1594,In the Company of Men,10
1596,Career Girls,1
1597,Conspiracy Theory,64
1598,Desperate Measures,23
1599,Steel,37
1600,She's So Lovely,9
1601,Hoodlum,14
1602,Leave It to Beaver,2
1603,Mimic,35
1604,Money Talks,7
1605,Excess Baggage,173
1606,Kull the Conqueror,70
1608,Air Force One,46
1609,187 (One Eight Seven),19
1610,"Hunt for Red October, The",38
1611,My Own Private Idaho,9
1612,"Kiss Me, Guido",2
1613,Star Maps,1
1614,In & Out,2
1615,"Edge, The",84
1616,"Peacemaker, The",46
1617,L.A. Confidential,217
1619,Seven Years in Tibet,84
1620,Kiss the Girls,219
1621,Soul Food,1
1623,Wishmaster,12
1624,"Thousand Acres, A",1
1625,"Game, The",196
1626,Fire Down Below,40
1627,U Turn,14
1629,"MatchMaker, The",4
1631,"Assignment, The",46
1633,Ulee's Gold,1
1635,"Ice Storm, The",1
1639,Chasing Amy,11
1641,"Full Monty, The",10
1642,Indian Summer (a.k.a. Alive & Kicking),10
1643,"Mrs. Brown (a.k.a. Her Majesty, Mrs. Brown)",9
1644,I Know What You Did Last Summer,156
1645,The Devil's Advocate,196
1646,RocketMan (a.k.a. Rocket Man),116
1647,Playing God,23
1648,"House of Yes, The",10
1649,"Fast, Cheap & Out of Control",22
1650,Washington Square,1
1652,Year of the Horse,22
1653,Gattaca,65
1654,FairyTale: A True Story,183
1655,Phantoms,277
1656,Swept from the Sea,9
1658,"Life Less Ordinary, A",163
1659,Hurricane Streets,1
1660,Eve's Bayou,1
1661,Switchback,217
1662,Gang Related,31
1663,Stripes,2
1665,Bean,2
1667,Mad City,13
1670,Welcome to Sarajevo,148
1671,Deceiver,23
1672,"Rainmaker, The",1
1673,Boogie Nights,1
1674,Witness,64
1675,Incognito,6
1676,Starship Troopers,34
1677,Critical Care,10
1678,"Joy Luck Club, The",9
1679,Chairman of the Board,2
1680,Sliding Doors,9
1681,Mortal Kombat: Annihilation,73
1682,"Truman Show, The",198
1683,"Wings of the Dove, The",9
1684,Mrs. Dalloway,9
1685,"I Love You, I Love You Not",9
1686,Red Corner,6
1687,"Jackal, The",46
1688,Anastasia,273
1689,"Man Who Knew Too Little, The",81
1690,Alien: Resurrection,62
1693,Amistad,177
1694,"Apostle, The",1
1695,Artemisia,1
1696,Bent,148
1699,"Butcher Boy, The",10
1701,Deconstructing Harry,10
1702,Flubber,240
1703,For Richer or Poorer,2
1704,Good Will Hunting,9
1707,Home Alone 3,49
1711,Midnight in the Garden of Good and Evil,14
1713,Mouse Hunt,49
1717,Scream 2,69
1718,Stranger in the House,43
1719,"Sweet Hereafter, The",1
1721,Titanic,9
1722,Tomorrow Never Dies,38
1726,"Postman, The",143
1727,"Horse Whisperer, The",9
1729,Jackie Brown,23
1730,Kundun,1
1731,Mr. Magoo,2
1732,"Big Lebowski, The",25
1733,Afterglow,9
1734,My Life in Pink (Ma vie en rose),10
1735,Great Expectations,9
1739,3 Ninjas: High Noon On Mega Mountain,232
1746,Senseless,2
1747,Wag the Dog,2
1748,Dark City,127
1752,Hard Rain,20
1753,Half Baked,2
1754,Fallen,219
1755,Shooting Fish,4
1757,Fallen Angels (Duo luo tian shi),9
1759,"Four Days in September (O Que É Isso, Companheiro?)",1
1760,Spice World,2
1762,Deep Rising,62
1767,Music From Another Room,9
1769,"Replacement Killers, The",20
1770,B. Monkey,171
1771,Night Flier,12
1772,Blues Brothers 2000,7
1777,"Wedding Singer, The",4
1779,Sphere,21
1783,Palmetto,61
1784,As Good as It Gets,11
1785,King of New York,6
1791,Twilight,23
1792,U.S. Marshals,20
1793,Welcome to Woop-Woop,2
1794,Love and Death on Long Island,10
1797,Everest,22
1798,Hush,43
1799,Suicide Kings,103
1801,"Man in the Iron Mask, The",42
1804,"Newton Boys, The",14
1805,Wild Things,219
1806,Paulie,121
1807,"Cool, Dry Place, A",1
1809,Fireworks (Hana-bi),14
1810,Primary Colors,10
1812,Wide Awake,108
1816,Two Girls and a Guy,10
1821,"Object of My Affection, The",4
1824,Homegrown,60
1825,The Players Club,10
1826,Barney's Great Adventure,75
1827,"Big One, The",167
1829,Chinese Box,9
1831,Lost in Space,5
1833,Mercury Rising,40
1834,"Spanish Prisoner, The",219
1835,City of Angels,89
1836,"Last Days of Disco, The",10
1837,"Odd Couple II, The",2
1839,My Giant,2
1840,He Got Game,1
1841,"Gingerbread Man, The",19
1844,Live Flesh (Carne trémula),9
1845,Zero Effect,60
1848,"Borrowers, The",142
1855,Krippendorf's Tribe,2
1856,Kurt & Courtney,22
1857,"Real Blonde, The",2
1858,Mr. Nice Guy (Yat goh ho yan),7
1859,Taste of Cherry (Ta'm e guilass),1
1860,Character (Karakter),1
1862,Species II,24
1863,Major League: Back to the Minors,2
1866,"Big Hit, The",44
1867,Tarzan and the Lost City,70
1870,"Dancer, Texas Pop. 81",10
1873,"Misérables, Les",105
1875,Clockwatchers,2
1876,Deep Impact,65
1881,Quest for Camelot,128
1882,Godzilla,29
1883,Bulworth,11
1884,Fear and Loathing in Las Vegas,247
1885,"Opposite of Sex, The",11
1887,Almost Heroes,85
1888,Hope Floats,11
1889,Insomnia,196
1891,"Ugly, The",16
1892,"Perfect Murder, A",43
1893,Beyond Silence (Jenseits der Stille),1
1894,Six Days Seven Nights,92
1895,Can't Hardly Wait,11
1897,High Art,9
1900,"Children of Heaven, The (Bacheha-Ye Aseman)",10
1902,Dream for an Insomniac,9
1904,Henry Fool,10
1906,Mr. Jealousy,4
1907,Mulan,206
1909,"X-Files: Fight the Future, The",134
1910,I Went Down,51
1911,Dr. Dolittle,2
1912,Out of Sight,248
1913,Picnic at Hanging Rock,177
1914,Smoke Signals,10
1916,Buffalo '66 (a.k.a. Buffalo 66),9
1917,Armageddon,268
1918,Lethal Weapon 4,72
1919,Madeline,49
1920,Small Soldiers,135
1921,Pi,65
1922,Whatever,1
1923,There's Something About Mary,4
1924,Plan 9 from Outer Space,24
1926,"Broadway Melody, The",77
1927,All Quiet on the Western Front,222
1928,Cimarron,1
1929,Grand Hotel,9
1931,Mutiny on the Bounty,84
1932,"Great Ziegfeld, The",299
1933,"Life of Emile Zola, The",1
1934,You Can't Take It with You,4
1936,Mrs. Miniver,148
1937,Going My Way,10
1938,"Lost Weekend, The",1
1939,"Best Years of Our Lives, The",148
1940,Gentleman's Agreement,1
1941,Hamlet,1
1942,All the King's Men,1
1944,From Here to Eternity,9
1945,On the Waterfront,14
1946,Marty,9
1947,West Side Story,9
1948,Tom Jones,92
1949,"Man for All Seasons, A",1
1950,In the Heat of the Night,177
1951,Oliver!,299
1952,Midnight Cowboy,1
1953,"French Connection, The",20
1954,Rocky,1
1955,Kramer vs. Kramer,1
1956,Ordinary People,1
1957,Chariots of Fire,1
1958,Terms of Endearment,10
1959,Out of Africa,9
1960,"Last Emperor, The",1
1961,Rain Man,1
1962,Driving Miss Daisy,1
1963,Take the Money and Run,25
1964,Klute,177
1965,Repo Man,53
1966,Metropolitan,2
1967,Labyrinth,155
1968,"Breakfast Club, The",10
1969,"Nightmare on Elm Street 2: Freddy's Revenge, A",12
1970,"Nightmare on Elm Street 3: Dream Warriors, A",16
1971,"Nightmare on Elm Street 4: The Dream Master, A",16
1972,"Nightmare on Elm Street 5: The Dream Child, A",12
1973,"Freddy's Dead: The Final Nightmare (Nightmare on Elm Street Part 6: Freddy's Dead, A)",12
1974,Friday the 13th,156
1975,Friday the 13th Part 2,12
1976,Friday the 13th Part 3: 3D,12
1977,Friday the 13th Part IV: The Final Chapter,12
1978,Friday the 13th Part V: A New Beginning,12
1979,Friday the 13th Part VI: Jason Lives,12
1980,Friday the 13th Part VII: The New Blood,12
1981,Friday the 13th Part VIII: Jason Takes Manhattan,12
1982,Halloween,12
1983,Halloween II,12
1984,Halloween III: Season of the Witch,12
1985,Halloween 4: The Return of Michael Myers,12
1986,Halloween 5: The Revenge of Michael Myers,12
1987,Prom Night,12
1990,Prom Night IV: Deliver Us From Evil,12
1991,Child's Play,16
1992,Child's Play 2,16
1993,Child's Play 3,69
1994,Poltergeist,16
1995,Poltergeist II: The Other Side,16
1996,Poltergeist III,16
1997,"Exorcist, The",12
1998,Exorcist II: The Heretic,12
1999,"Exorcist III, The",12
2000,Lethal Weapon,93
2001,Lethal Weapon 2,93
2002,Lethal Weapon 3,93
2003,Gremlins,58
2004,Gremlins 2: The New Batch,58
2005,"Goonies, The",45
2006,"Mask of Zorro, The",83
2007,Polish Wedding,2
2008,"This World, Then the Fireworks",14
2009,Soylent Green,65
2010,Metropolis,30
2011,Back to the Future Part II,66
2012,Back to the Future Part III,66
2013,"Poseidon Adventure, The",42
2014,Freaky Friday,240
2015,"Absent-Minded Professor, The",240
2016,"Apple Dumpling Gang Rides Again, The",49
2017,Babes in Toyland,120
2018,Bambi,183
2019,Seven Samurai (Shichinin no samurai),42
2020,Dangerous Liaisons,9
2021,Dune,52
2022,"Last Temptation of Christ, The",1
2023,"Godfather: Part III, The",219
2024,"Rapture, The",177
2025,Lolita,9
2026,Disturbing Behavior,16
2027,Jane Austen's Mafia!,25
2028,Saving Private Ryan,222
2032,"Barefoot Executive, The",49
2033,"Black Cauldron, The",128
2034,"Black Hole, The",180
2035,Blackbeard's Ghost,49
2036,Blank Check,49
2037,Candleshoe,121
2038,"Cat from Outer Space, The",144
2040,"Computer Wore Tennis Shoes, The",49
2041,Condorman,194
2042,D2: The Mighty Ducks,49
2043,Darby O'Gill and the Little People,27
2044,"Devil and Max Devlin, The",102
2046,Flight of the Navigator,214
2048,"Great Mouse Detective, The",203
2050,Herbie Goes Bananas,121
2051,Herbie Goes to Monte Carlo,121
2052,Hocus Pocus,39
2053,"Honey, I Blew Up the Kid",144
2054,"Honey, I Shrunk the Kids",189
2055,Hot Lead and Cold Feet,7
2056,In Search of the Castaways,75
2057,"Incredible Journey, The",75
2058,"Negotiator, The",36
2059,"Parent Trap, The",124
2060,BASEketball,2
2064,Roger & Me,22
2065,"Purple Rose of Cairo, The",123
2066,Out of the Past,77
2067,Doctor Zhivago,9
2068,Fanny and Alexander (Fanny och Alexander),112
2069,"Trip to Bountiful, The",1
2070,Tender Mercies,9
2071,And the Band Played On,1
2072,"'burbs, The",2
2073,Fandango,2
2074,"Night Porter, The (Portiere di notte, Il)",105
2075,Mephisto,148
2076,Blue Velvet,196
2077,"Journey of Natty Gann, The",75
2078,"Jungle Book, The",28
2080,Lady and the Tramp,216
2081,"Little Mermaid, The",216
2082,"Mighty Ducks, The",49
2083,"Muppet Christmas Carol, The",49
2084,Newsies,3
2085,101 Dalmatians (One Hundred and One Dalmatians),164
2087,Peter Pan,135
2088,Popeye,85
2089,"Rescuers Down Under, The",164
2090,"Rescuers, The",273
2091,Return from Witch Mountain,180
2092,"Return of Jafar, The",220
2093,Return to Oz,27
2094,"Rocketeer, The",5
2095,"Shaggy D.A., The",49
2096,Sleeping Beauty,50
2097,Something Wicked This Way Comes,158
2098,Son of Flubber,49
2099,Song of the South,164
2100,Splash,162
2102,Steamboat Willie,28
2103,Tall Tale,27
2104,Tex,1
2105,Tron,5
2106,Swing Kids,148
2107,Halloween H20: 20 Years Later (Halloween 7: The Revenge of Laurie Strode),16
2108,L.A. Story,4
2109,"Jerk, The",2
2110,Dead Men Don't Wear Plaid,81
2111,"Man with Two Brains, The",2
2112,Grand Canyon,14
2114,"Outsiders, The",1
2115,Indiana Jones and the Temple of Doom,73
2116,"Lord of the Rings, The",128
2117,1984 (Nineteen Eighty-Four),30
2118,"Dead Zone, The",43
2119,Maximum Overdrive,12
2120,Needful Things,59
2121,Cujo,16
2122,Children of the Corn,16
2123,All Dogs Go to Heaven,265
2124,"Addams Family, The",240
2125,Ever After: A Cinderella Story,11
2126,Snake Eyes,20
2130,Atlantic City,105
2131,Autumn Sonata (Höstsonaten),1
2132,Who's Afraid of Virginia Woolf?,1
2133,Adventures in Babysitting,85
2134,Weird Science,228
2135,Doctor Dolittle,75
2136,"Nutty Professor, The",53
2137,Charlotte's Web,50
2138,Watership Down,131
2139,"Secret of NIMH, The",273
2140,"Dark Crystal, The",155
2141,"American Tail, An",8
2142,"American Tail: Fievel Goes West, An",164
2143,Legend,129
2144,Sixteen Candles,4
2145,Pretty in Pink,11
2146,St. Elmo's Fire,9
2147,"Clan of the Cave Bear, The",15
2148,House,39
2149,House II: The Second Story,39
2150,"Gods Must Be Crazy, The",85
2151,"Gods Must Be Crazy II, The",2
2152,Air Bud: Golden Receiver,49
2153,"Avengers, The",70
2154,How Stella Got Her Groove Back,9
2155,"Slums of Beverly Hills, The",10
2156,"Best Man, The (Testimone dello sposo, Il)",11
2159,Henry: Portrait of a Serial Killer,79
2160,Rosemary's Baby,277
2161,"NeverEnding Story, The",27
2162,"NeverEnding Story II: The Next Chapter, The",27
2163,Attack of the Killer Tomatoes!,58
2164,Surf Nazis Must Die,100
2165,Your Friends and Neighbors,10
2166,Return to Paradise,61
2167,Blade,256
2169,Dead Man on Campus,2
2170,Wrongfully Accused,7
2171,Next Stop Wonderland,11
2172,"Strike! (a.k.a. All I Wanna Do, The Hairy Bird)",10
2174,Beetlejuice,102
2175,Déjà Vu,9
2176,Rope,23
2177,Family Plot,60
2178,Frenzy,43
2179,Topaz,43
2180,Torn Curtain,43
2181,Marnie,64
2182,"Wrong Man, The",19
2183,"Man Who Knew Too Much, The",110
2184,"Trouble with Harry, The",2
2185,I Confess,43
2186,Strangers on a Train,23
2187,Stage Fright,163
2188,54,1
2190,Why Do Fools Fall In Love?,1
2193,Willow,73
2194,"Untouchables, The",32
2195,Dirty Work,2
2196,Knock Off,37
2201,"Paradine Case, The",1
2202,Lifeboat,148
2203,Shadow of a Doubt,23
2204,Saboteur,201
2205,Mr. & Mrs. Smith,4
2206,Suspicion,201
2207,Jamaica Inn,1
2208,"Lady Vanishes, The",196
2210,Sabotage,43
2211,Secret Agent,43
2212,"Man Who Knew Too Much, The",19
2226,"Ring, The",1
2227,"Lodger: A Story of the London Fog, The",23
2231,Rounders,1
2232,Cube,35
2236,Simon Birch,1
2239,Swept Away (Travolti da un insolito destino nell'azzurro mare d'Agosto),10
2240,My Bodyguard,1
2241,Class,2
2243,Broadcast News,11
2244,"Allnighter, The",4
2245,Working Girl,11
2247,Married to the Mob,2
2248,Say Anything...,11
2249,My Blue Heaven,2
2252,Hero,10
2253,Toys,102
2255,Young Doctors in Love,2
2256,Parasite,24
2257,No Small Affair,4
2259,Blame It on Rio,4
2260,Wisdom,14
2261,One Crazy Summer,2
2262,About Last Night...,11
2263,"Seventh Sign, The",158
2264,We're No Angels,25
2265,Nothing But Trouble,85
2266,"Butcher's Wife, The",4
2267,Mortal Thoughts,201
2268,"Few Good Men, A",23
2269,Indecent Proposal,9
2271,Permanent Midnight,1
2272,One True Thing,1
2273,Rush Hour,72
2275,Six-String Samurai,5
2278,Ronin,20
